S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod,Perpetrator
827,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
828,Through Informatics Theft,Female,27 and Under,Low,Student,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
829,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
830,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
831,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
832,Through Informatics Theft,Female,Between 38 and 50,High,Justice and Security,Married,Under Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
833,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
834,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
835,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
836,Through Informatics Theft,Male,Between 28 and 37,Middle,Others,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
837,Through Informatics Theft,Female,27 and Under,Middle,Justice and Security,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
838,Through Informatics Theft,Female,Between 28 and 37,Middle,Housewife,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
839,Through Informatics Theft,Male,Between 28 and 37,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
840,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
841,Through Informatics Theft,Female,Between 28 and 37,Middle,Others,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
842,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
843,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
844,Through Informatics Theft,Male,Between 28 and 37,High,Justice and Security,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
845,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
846,Through Informatics Theft,Female,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
847,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
848,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
849,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
850,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
851,Through Informatics Theft,Female,27 and Under,Middle,Education,Single,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
852,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
853,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
854,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
855,Through Informatics Theft,Female,Between 28 and 37,High,Justice and Security,Single,Graduate,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
856,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
857,Through Informatics Theft,Male,Between 38 and 50,Middle,Others,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
858,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
859,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
860,Through Informatics Theft,Female,Between 38 and 50,Middle,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
861,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
862,Through Informatics Theft,Female,27 and Under,Low,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
863,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
864,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Under Graduate,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
865,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
866,Through Informatics Theft,Male,Between 38 and 50,Middle,Others,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
867,Through Informatics Theft,Male,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
868,Through Informatics Theft,Male,51 and Above,High,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
869,Through Informatics Theft,Female,Between 28 and 37,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
870,Through Informatics Theft,Female,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
871,Through Informatics Theft,Male,51 and Above,High,Health Sector Manager,Married,Under Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
872,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
873,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
874,Through Informatics Theft,Male,Between 28 and 37,High,Technical,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
875,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
876,Through Informatics Theft,Male,Between 38 and 50,High,Education,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
877,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
878,Through Informatics Theft,Male,Between 38 and 50,Middle,Finance Sector,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
879,Through Informatics Theft,Female,Between 28 and 37,Low,Technical,Married,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
880,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
881,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
882,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
883,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
884,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
885,Through Informatics Theft,Male,27 and Under,Low,Justice and Security,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
886,Through Informatics Theft,Male,27 and Under,Middle,Others,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
887,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
888,Through Informatics Theft,Female,27 and Under,Low,Technical,Single,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
889,Through Informatics Theft,Male,51 and Above,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
890,Through Informatics Theft,Male,Between 28 and 37,Middle,Others,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
891,Through Informatics Theft,Male,51 and Above,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
892,Through Informatics Theft,Male,Between 38 and 50,Middle,Others,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
893,Through Informatics Theft,Female,27 and Under,Low,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
894,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
895,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
896,Through Informatics Theft,Male,51 and Above,Middle,Education,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
897,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
898,Through Informatics Theft,Female,27 and Under,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
899,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
900,Through Informatics Theft,Female,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
901,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
902,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Student,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
903,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Retired,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
904,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,UnKnown
905,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Others,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
906,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,Known
907,Misuse of Debit Cards or Credit Cards,Male,51 and Above,High,Justice and Security,Married,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
908,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
909,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Middle,Justice and Security,Single,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
910,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
911,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Retired,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
912,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
913,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
914,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Technical,Single,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
915,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
916,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
917,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
918,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
919,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
920,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
921,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
922,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Middle,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
923,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
924,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
925,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Retired,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
926,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
927,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
928,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
929,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
930,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,IT Sector,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,Known
931,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Middle,Justice and Security,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
932,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Middle,Technical,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
933,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
934,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
935,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
936,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Housewife,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
937,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
938,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Technical,Single,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,UnKnown
939,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
940,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,UnKnown
941,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,Known
942,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
943,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
944,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
945,Misuse of Debit Cards or Credit Cards,Female,51 and Above,Low,Housewife,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
946,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Middle,Justice and Security,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
947,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
948,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
949,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
950,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
951,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
952,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
953,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
954,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,High,Justice and Security,Married,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
955,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
956,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
957,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
958,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Retired,Single,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
959,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Education,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
960,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
961,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
962,Misuse of Debit Cards or Credit Cards,Female,51 and Above,High,Justice and Security,Married,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
963,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
964,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
965,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
966,Misuse of Debit Cards or Credit Cards,Male,27 and Under,High,Justice and Security,Single,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
967,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
968,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Technical,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
969,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
970,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Technical,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,Known
971,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Technical,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
972,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Technical,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
973,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,High,Justice and Security,Married,Under Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
974,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Education,Single,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
975,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
976,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
977,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
978,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,Known
979,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Technical,Single,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,Known
980,Misuse of Debit Cards or Credit Cards,Female,51 and Above,High,Justice and Security,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,UnKnown
981,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,Known
982,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
983,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
984,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
985,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
986,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
987,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
988,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Education,Single,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
989,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Single,Under Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
990,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
